e->i_mean,e->i_dispersion,i->r_mean,i->r_dispersion,s->e:i_R_0,lambda,doubling_time,k,p,q,gamma,geom_mean,geom_st_dev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3.5,4.0,5.5,0.3,2.0,0.14156034617723692,4.896478422651698,0.3,0.13043478260869565,0.7391123203468922,0.5396455217195937,1.1722391052550822,1.5957392096280387,0.4603544782804063,0.7087827108879876,0.8428458940833823,0.9151924905222506,0.9542340073021405,0.9753025869935485,0.9866721516730093,0.9928076863361814,0.9961187001405176,0.9979054739123795,0.9988696983766907,0.9993900377907887,0.9996708366253809,0.9998223684589728,0.9999041419343685,0.9999482706241613,0.9999720844739872,0.9999849355114008,0.9999918705161904,0.9999956129604682,0.9999976325537631
3.5,4.0,5.5,0.7,2.0,0.12940285779404986,5.356505971940113,0.7,0.25925925925925924,0.5713656822679088,0.5136634345923519,1.056189213660705,1.4736773285607412,0.48633656540764814,0.7361498759627887,0.864469839069428,0.9303831120455481,0.9642403502276854,0.9816315754781333,0.9905648119720476,0.9951534889115373,0.9975105244685103,0.9987212474481614,0.9993431515722289,0.9996626009805845,0.9998266904608589,0.9999109772268772,0.9999542722566008,0.9999765113302694,0.9999879347292322,0.9999938025115781,0.9999968165768114,0.9999983647919112,0.9999991600533968
3.5,4.0,5.5,0.3,3.0,0.24685079592269138,2.807960079565734,0.3,0.09090909090909091,0.6276579085425489,0.3986461847191503,0.6629145348200226,1.049938195940918,0.6013538152808497,0.841081219408865,0.9366476344371243,0.9747448211754267,0.989932119317184,0.9959864777775878,0.9984000246787499,0.9993621759425388,0.999745733872971,0.9998986377785566,0.9999595923371469,0.9999838916393702,0.9999935784634929,0.9999974400789714,0.9999989794972488,0.9999995931804717,0.9999998378229472,0.9999999353487367,0.9999999742270205,0.9999999897257,0.9999999959041895
3.5,4.0,5.5,0.7,3.0,0.22125694440494223,3.13277028399775,0.7,0.18918918918918917,0.41571889323303707,0.35591742404585686,0.5525959517203229,0.9262603508614694,0.6440825759541431,0.8733227872605618,0.9549133727564701,0.9839528837725671,0.9942885517289676,0.997967196043803,0.9992764896523202,0.9997424900607833,0.9999083477257678,0.9999673793586473,0.9999883897453591,0.9999958677080757,0.9999985292453029,0.9999994765327768,0.9999998136888943,0.9999999336886312,0.9999999763986285,0.9999999915998606,0.999999997010244,0.9999999989358938,0.9999999996212661
